,ACN US Equity,AMD US Equity,AKAM US Equity,ADSK US Equity,CA US Equity,GIB US Equity,CSCO US Equity,EMC US Equity,HPQ US Equity,INTC US Equity,IBM US Equity,MSFT US Equity,MSI US Equity,NVDA US Equity,RAX US Equity,SYMC US Equity,TEL US Equity,TDC US Equity,TXN US Equity,XRX US Equity
6/18/15,$97.31 ,$2.52 ,$73.27 ,$54.17 ,$30.49 ,$41.53 ,$29.21 ,$27.40 ,$14.56 ,$32.38 ,$168.25 ,$46.72 ,$58.39 ,$21.94 ,$38.10 ,$24.46 ,$69.67 ,$39.02 ,$54.22 ,$11.14 
6/19/15,$97.02 ,$2.58 ,$72.29 ,$53.57 ,$30.48 ,$40.51 ,$29.03 ,$27.07 ,$14.44 ,$32.07 ,$166.99 ,$46.10 ,$58.05 ,$21.87 ,$38.32 ,$24.07 ,$68.92 ,$38.36 ,$54.51 ,$11.09 
6/22/15,$98.59 ,$2.62 ,$73.01 ,$54.55 ,$30.66 ,$41.40 ,$28.94 ,$27.30 ,$14.39 ,$32.26 ,$167.73 ,$46.23 ,$59.22 ,$21.78 ,$38.18 ,$23.82 ,$69.36 ,$38.56 ,$55.50 ,$11.13 
6/23/15,$98.25 ,$2.61 ,$72.23 ,$54.09 ,$30.84 ,$40.98 ,$28.79 ,$27.46 ,$14.36 ,$32.09 ,$168.62 ,$45.91 ,$59.12 ,$21.22 ,$38.22 ,$24.25 ,$69.56 ,$38.07 ,$54.83 ,$11.25 
6/24/15,$97.77 ,$2.62 ,$71.33 ,$53.91 ,$30.67 ,$40.73 ,$28.51 ,$27.45 ,$14.32 ,$31.91 ,$166.97 ,$45.64 ,$58.29 ,$21.01 ,$37.50 ,$24.24 ,$68.11 ,$37.60 ,$53.99 ,$10.99 
6/25/15,$99.48 ,$2.58 ,$71.37 ,$53.30 ,$30.18 ,$41.41 ,$28.40 ,$27.04 ,$14.17 ,$31.99 ,$166.08 ,$45.65 ,$58.35 ,$21.17 ,$37.86 ,$24.16 ,$66.54 ,$37.52 ,$53.80 ,$11.01 
6/26/15,$99.00 ,$2.47 ,$71.13 ,$52.20 ,$29.89 ,$41.57 ,$28.28 ,$26.45 ,$13.86 ,$31.02 ,$165.46 ,$45.26 ,$58.38 ,$20.74 ,$37.55 ,$23.75 ,$66.12 ,$37.30 ,$52.90 ,$10.98 
6/29/15,$96.68 ,$2.34 ,$69.18 ,$50.41 ,$29.07 ,$39.79 ,$27.54 ,$25.99 ,$13.61 ,$30.39 ,$162.97 ,$44.37 ,$57.14 ,$20.12 ,$36.98 ,$23.26 ,$64.00 ,$36.95 ,$51.52 ,$10.78 
6/30/15,$96.78 ,$2.40 ,$69.82 ,$50.08 ,$29.29 ,$39.08 ,$27.46 ,$26.39 ,$13.62 ,$30.42 ,$162.66 ,$44.15 ,$57.34 ,$20.11 ,$37.19 ,$23.25 ,$64.30 ,$37.00 ,$51.51 ,$10.64 
7/1/15,$98.06 ,$2.42 ,$70.37 ,$50.39 ,$29.51 ,$39.29 ,$27.35 ,$26.42 ,$13.86 ,$30.18 ,$164.49 ,$44.45 ,$57.60 ,$20.40 ,$37.46 ,$23.21 ,$64.35 ,$36.20 ,$51.91 ,$10.68 
7/2/15,$97.33 ,$2.53 ,$69.91 ,$50.83 ,$29.53 ,$39.84 ,$27.33 ,$26.50 ,$13.93 ,$30.56 ,$165.09 ,$44.40 ,$57.51 ,$20.42 ,$37.29 ,$23.03 ,$64.36 ,$36.02 ,$51.97 ,$10.56 
7/6/15,$97.34 ,$2.47 ,$69.76 ,$50.95 ,$29.52 ,$39.54 ,$27.22 ,$26.31 ,$13.88 ,$30.04 ,$164.73 ,$44.39 ,$57.22 ,$20.17 ,$36.74 ,$22.68 ,$63.71 ,$35.62 ,$51.39 ,$10.53 
7/7/15,$98.68 ,$2.09 ,$70.11 ,$53.29 ,$30.08 ,$39.28 ,$27.36 ,$26.60 ,$13.98 ,$29.90 ,$165.00 ,$44.30 ,$57.49 ,$19.79 ,$37.14 ,$22.79 ,$63.43 ,$35.91 ,$51.21 ,$10.58 
7/8/15,$97.62 ,$2.01 ,$68.86 ,$52.48 ,$29.83 ,$38.20 ,$26.99 ,$25.89 ,$13.82 ,$29.50 ,$163.16 ,$44.24 ,$56.79 ,$19.65 ,$36.23 ,$22.82 ,$61.76 ,$35.41 ,$49.53 ,$10.27 
7/9/15,$97.75 ,$1.98 ,$69.30 ,$52.46 ,$29.99 ,$38.16 ,$26.91 ,$25.64 ,$13.80 ,$28.93 ,$163.85 ,$44.52 ,$56.94 ,$19.41 ,$35.82 ,$22.99 ,$61.73 ,$35.56 ,$48.11 ,$10.24 
7/10/15,$98.78 ,$1.96 ,$69.98 ,$52.51 ,$30.34 ,$38.93 ,$27.28 ,$25.79 ,$13.92 ,$29.17 ,$166.95 ,$44.61 ,$57.48 ,$19.75 ,$35.77 ,$23.32 ,$62.41 ,$35.93 ,$49.01 ,$10.38 
7/13/15,$100.55 ,$1.96 ,$71.67 ,$52.84 ,$30.66 ,$39.79 ,$27.79 ,$25.95 ,$13.96 ,$29.73 ,$169.38 ,$45.54 ,$58.43 ,$19.88 ,$36.95 ,$23.42 ,$62.55 ,$36.30 ,$49.33 ,$10.49 
7/14/15,$100.74 ,$2.05 ,$72.29 ,$53.30 ,$30.50 ,$40.40 ,$28.03 ,$25.12 ,$13.85 ,$29.65 ,$168.61 ,$45.62 ,$58.60 ,$19.89 ,$39.25 ,$23.44 ,$63.09 ,$36.31 ,$49.76 ,$10.53 
7/15/15,$99.95 ,$1.96 ,$72.06 ,$52.58 ,$30.52 ,$39.66 ,$28.11 ,$25.14 ,$13.85 ,$29.69 ,$168.53 ,$45.76 ,$58.89 ,$19.75 ,$37.12 ,$23.31 ,$62.89 ,$35.99 ,$49.49 ,$10.44 
7/16/15,$101.45 ,$1.87 ,$72.63 ,$52.50 ,$30.71 ,$40.29 ,$28.32 ,$25.21 ,$13.78 ,$29.90 ,$171.00 ,$46.66 ,$59.29 ,$20.19 ,$36.60 ,$23.41 ,$62.79 ,$35.76 ,$49.36 ,$10.61 
7/17/15,$100.48 ,$1.79 ,$72.72 ,$52.19 ,$30.53 ,$40.25 ,$28.18 ,$25.26 ,$13.78 ,$29.47 ,$172.51 ,$46.62 ,$58.85 ,$20.07 ,$36.82 ,$23.47 ,$62.20 ,$35.62 ,$49.36 ,$10.83 
7/20/15,$100.72 ,$1.80 ,$73.48 ,$51.85 ,$30.49 ,$40.32 ,$28.03 ,$24.98 ,$13.82 ,$29.10 ,$173.22 ,$46.92 ,$59.40 ,$19.70 ,$36.83 ,$23.32 ,$62.38 ,$36.85 ,$50.09 ,$10.91 
7/21/15,$100.39 ,$1.80 ,$72.55 ,$52.12 ,$30.59 ,$39.92 ,$27.84 ,$24.93 ,$13.92 ,$28.72 ,$163.07 ,$47.28 ,$59.57 ,$19.79 ,$36.60 ,$23.04 ,$62.37 ,$36.63 ,$50.23 ,$10.59 
7/22/15,$102.33 ,$1.79 ,$72.75 ,$52.00 ,$30.14 ,$39.08 ,$27.53 ,$25.38 ,$13.97 ,$28.61 ,$160.35 ,$45.54 ,$59.35 ,$19.41 ,$35.90 ,$22.96 ,$61.70 ,$36.61 ,$49.30 ,$10.70 
7/23/15,$102.42 ,$1.76 ,$73.51 ,$52.35 ,$29.90 ,$39.03 ,$28.01 ,$25.97 ,$14.18 ,$28.60 ,$161.73 ,$46.11 ,$58.85 ,$19.65 ,$35.69 ,$23.22 ,$61.14 ,$36.71 ,$50.51 ,$10.81 
7/24/15,$101.17 ,$1.67 ,$72.52 ,$51.78 ,$29.08 ,$38.91 ,$28.40 ,$25.62 ,$13.99 ,$28.06 ,$159.75 ,$45.94 ,$59.50 ,$19.42 ,$35.13 ,$23.05 ,$60.29 ,$35.87 ,$49.03 ,$10.94 
7/27/15,$100.39 ,$1.62 ,$71.63 ,$51.05 ,$28.75 ,$38.49 ,$28.21 ,$26.04 ,$13.73 ,$28.35 ,$159.07 ,$45.35 ,$58.71 ,$19.31 ,$34.56 ,$22.72 ,$59.85 ,$35.74 ,$49.03 ,$10.62 
7/28/15,$101.69 ,$1.77 ,$73.65 ,$50.89 ,$29.14 ,$38.80 ,$28.21 ,$26.78 ,$13.74 ,$28.96 ,$160.05 ,$45.34 ,$59.11 ,$19.73 ,$34.07 ,$22.77 ,$60.67 ,$36.15 ,$50.08 ,$10.66 
7/29/15,$102.45 ,$1.96 ,$73.21 ,$50.09 ,$29.29 ,$37.28 ,$28.40 ,$26.68 ,$13.76 ,$29.01 ,$161.09 ,$46.29 ,$59.58 ,$19.97 ,$34.47 ,$22.84 ,$60.63 ,$36.38 ,$49.96 ,$10.76 
7/30/15,$102.66 ,$1.93 ,$74.96 ,$50.60 ,$29.42 ,$37.18 ,$28.30 ,$26.78 ,$13.90 ,$28.91 ,$160.96 ,$46.88 ,$59.86 ,$20.02 ,$35.00 ,$22.79 ,$60.70 ,$36.60 ,$50.24 ,$10.77 
7/31/15,$103.11 ,$1.93 ,$76.71 ,$50.58 ,$29.14 ,$37.34 ,$28.42 ,$26.89 ,$13.86 ,$28.95 ,$161.99 ,$46.70 ,$60.16 ,$19.95 ,$34.03 ,$22.74 ,$60.92 ,$37.11 ,$49.98 ,$11.02 
8/3/15,$103.21 ,$2.20 ,$75.75 ,$53.30 ,$28.92 ,$37.27 ,$28.36 ,$26.34 ,$13.63 ,$29.05 ,$158.71 ,$46.81 ,$59.76 ,$20.29 ,$34.03 ,$22.48 ,$60.96 ,$36.53 ,$50.09 ,$10.94 
8/4/15,$103.42 ,$2.13 ,$75.61 ,$54.15 ,$29.03 ,$37.58 ,$28.03 ,$26.01 ,$13.51 ,$29.13 ,$157.60 ,$47.54 ,$60.22 ,$20.37 ,$33.65 ,$22.42 ,$61.02 ,$35.99 ,$49.84 ,$11.00 
8/5/15,$104.50 ,$2.16 ,$76.03 ,$54.11 ,$29.20 ,$38.11 ,$28.27 ,$26.85 ,$13.76 ,$29.12 ,$157.90 ,$47.58 ,$64.04 ,$20.58 ,$33.01 ,$22.90 ,$62.59 ,$36.27 ,$50.86 ,$10.99 
8/6/15,$103.10 ,$2.11 ,$74.42 ,$52.94 ,$28.92 ,$38.12 ,$28.21 ,$27.21 ,$13.68 ,$29.01 ,$156.32 ,$46.62 ,$63.80 ,$20.45 ,$31.50 ,$22.35 ,$61.63 ,$30.43 ,$50.25 ,$10.97 
8/7/15,$103.74 ,$2.09 ,$74.53 ,$53.03 ,$29.08 ,$38.03 ,$28.15 ,$27.24 ,$13.35 ,$28.88 ,$155.12 ,$46.74 ,$64.19 ,$22.98 ,$32.05 ,$22.71 ,$61.91 ,$30.00 ,$50.32 ,$10.88 
8/10/15,$105.20 ,$1.93 ,$75.01 ,$54.38 ,$29.47 ,$37.94 ,$28.59 ,$27.32 ,$13.73 ,$29.64 ,$156.75 ,$47.33 ,$63.99 ,$23.78 ,$31.73 ,$22.91 ,$64.06 ,$30.90 ,$52.08 ,$11.27 
8/11/15,$103.58 ,$1.90 ,$72.96 ,$54.06 ,$29.41 ,$37.43 ,$28.02 ,$26.49 ,$13.31 ,$28.97 ,$155.51 ,$46.41 ,$63.35 ,$23.66 ,$29.24 ,$21.34 ,$62.78 ,$30.25 ,$50.64 ,$11.08 
8/12/15,$103.77 ,$1.90 ,$73.92 ,$54.82 ,$29.46 ,$37.64 ,$27.90 ,$26.38 ,$13.21 ,$29.46 ,$156.16 ,$46.74 ,$64.60 ,$23.72 ,$29.99 ,$21.64 ,$62.58 ,$30.52 ,$51.11 ,$11.01 
8/13/15,$103.39 ,$1.79 ,$73.84 ,$54.61 ,$29.23 ,$37.64 ,$28.70 ,$26.37 ,$12.92 ,$28.87 ,$155.07 ,$46.73 ,$64.34 ,$23.52 ,$29.53 ,$21.24 ,$61.85 ,$30.54 ,$50.63 ,$10.95 
8/14/15,$103.45 ,$1.84 ,$73.37 ,$54.86 ,$29.38 ,$38.58 ,$29.03 ,$26.62 ,$13.03 ,$29.02 ,$155.75 ,$47.00 ,$64.98 ,$23.54 ,$29.89 ,$21.60 ,$62.53 ,$30.53 ,$50.64 ,$11.05 
8/17/15,$103.48 ,$1.80 ,$73.57 ,$55.40 ,$29.64 ,$38.40 ,$28.83 ,$26.95 ,$12.99 ,$29.08 ,$156.31 ,$47.32 ,$65.27 ,$23.39 ,$30.34 ,$21.86 ,$62.54 ,$30.63 ,$50.90 ,$11.37 
8/18/15,$103.86 ,$1.80 ,$73.85 ,$54.59 ,$29.53 ,$38.12 ,$28.25 ,$26.42 ,$12.89 ,$28.91 ,$156.01 ,$47.27 ,$65.77 ,$23.08 ,$31.11 ,$21.65 ,$62.36 ,$30.41 ,$49.91 ,$11.32 
8/19/15,$102.87 ,$1.80 ,$73.06 ,$54.32 ,$29.30 ,$37.52 ,$27.80 ,$26.15 ,$12.59 ,$28.36 ,$153.94 ,$46.61 ,$65.35 ,$22.99 ,$31.72 ,$21.86 ,$62.38 ,$29.88 ,$49.20 ,$11.24 
8/20/15,$99.97 ,$1.70 ,$69.78 ,$53.10 ,$28.30 ,$36.38 ,$27.04 ,$25.70 ,$12.42 ,$27.53 ,$152.66 ,$45.66 ,$63.89 ,$22.16 ,$31.31 ,$21.35 ,$60.87 ,$29.63 ,$47.43 ,$11.03 
8/21/15,$97.13 ,$1.78 ,$68.04 ,$51.76 ,$27.33 ,$35.59 ,$26.47 ,$25.06 ,$12.47 ,$26.56 ,$148.85 ,$43.07 ,$62.45 ,$21.47 ,$29.83 ,$20.97 ,$58.77 ,$30.18 ,$45.96 ,$10.69 
8/24/15,$92.67 ,$1.75 ,$66.52 ,$49.39 ,$26.47 ,$34.53 ,$25.19 ,$23.76 ,$12.08 ,$26.25 ,$143.47 ,$41.68 ,$60.79 ,$20.71 ,$29.35 ,$20.01 ,$56.24 ,$28.99 ,$44.89 ,$9.93 
8/25/15,$92.14 ,$1.66 ,$65.63 ,$48.17 ,$25.57 ,$34.68 ,$24.62 ,$22.67 ,$11.66 ,$25.87 ,$140.96 ,$40.47 ,$60.44 ,$20.28 ,$28.63 ,$19.89 ,$55.53 ,$27.70 ,$43.52 ,$9.66 
8/26/15,$95.04 ,$1.72 ,$68.17 ,$49.13 ,$26.61 ,$36.39 ,$25.68 ,$24.18 ,$12.30 ,$27.30 ,$146.70 ,$42.71 ,$63.14 ,$21.81 ,$31.44 ,$20.63 ,$56.88 ,$29.05 ,$45.41 ,$9.96 
8/27/15,$95.73 ,$1.78 ,$70.50 ,$50.00 ,$27.13 ,$37.56 ,$26.17 ,$25.02 ,$12.62 ,$27.72 ,$148.54 ,$43.90 ,$64.29 ,$22.63 ,$30.95 ,$20.92 ,$58.07 ,$29.75 ,$47.06 ,$10.23 
8/28/15,$95.85 ,$1.85 ,$71.90 ,$47.52 ,$27.26 ,$37.56 ,$26.00 ,$24.96 ,$12.73 ,$28.42 ,$147.98 ,$43.93 ,$64.55 ,$22.73 ,$31.26 ,$20.84 ,$59.24 ,$29.49 ,$47.99 ,$10.31 
8/31/15,$94.27 ,$1.81 ,$71.31 ,$46.75 ,$27.29 ,$36.94 ,$25.88 ,$24.87 ,$12.74 ,$28.54 ,$147.89 ,$43.52 ,$64.82 ,$22.48 ,$30.41 ,$20.49 ,$59.29 ,$29.23 ,$47.84 ,$10.17 
9/1/15,$92.29 ,$1.71 ,$70.43 ,$45.49 ,$26.52 ,$36.20 ,$25.12 ,$24.01 ,$12.63 ,$27.82 ,$142.68 ,$41.82 ,$63.85 ,$21.56 ,$29.43 ,$19.93 ,$57.91 ,$28.54 ,$46.34 ,$9.78 
9/2/15,$94.43 ,$1.77 ,$71.27 ,$45.99 ,$27.20 ,$36.65 ,$25.65 ,$24.13 ,$12.71 ,$28.60 ,$145.05 ,$43.36 ,$64.72 ,$22.21 ,$30.76 ,$19.94 ,$59.04 ,$28.73 ,$47.35 ,$9.97 
9/3/15,$95.61 ,$1.79 ,$73.26 ,$45.94 ,$27.46 ,$36.42 ,$25.90 ,$24.17 ,$12.77 ,$29.08 ,$146.78 ,$43.50 ,$65.11 ,$22.27 ,$31.04 ,$19.95 ,$59.14 ,$28.46 ,$47.46 ,$10.02 
9/4/15,$94.45 ,$1.82 ,$72.58 ,$45.37 ,$27.07 ,$35.89 ,$25.52 ,$23.67 ,$12.25 ,$28.52 ,$143.70 ,$42.61 ,$66.31 ,$21.75 ,$30.52 ,$19.65 ,$58.23 ,$28.42 ,$46.53 ,$9.91 
9/8/15,$97.12 ,$1.88 ,$74.28 ,$46.81 ,$28.08 ,$36.95 ,$26.30 ,$24.24 ,$12.53 ,$29.50 ,$147.23 ,$43.89 ,$69.61 ,$22.68 ,$30.85 ,$20.09 ,$60.28 ,$29.44 ,$48.69 ,$10.42 
9/9/15,$95.52 ,$1.85 ,$73.35 ,$46.16 ,$27.39 ,$36.23 ,$25.94 ,$23.91 ,$12.38 ,$29.24 ,$145.05 ,$43.07 ,$68.30 ,$22.23 ,$30.55 ,$19.64 ,$59.61 ,$29.32 ,$47.61 ,$10.23 
9/10/15,$96.81 ,$1.84 ,$74.55 ,$46.23 ,$27.52 ,$36.28 ,$26.26 ,$23.91 ,$12.41 ,$29.27 ,$146.20 ,$43.29 ,$69.09 ,$22.58 ,$30.61 ,$20.01 ,$60.23 ,$29.41 ,$47.41 ,$10.31 
9/11/15,$97.35 ,$2.01 ,$74.67 ,$46.30 ,$27.72 ,$36.14 ,$26.02 ,$24.60 ,$12.33 ,$29.47 ,$147.37 ,$43.48 ,$67.08 ,$22.65 ,$30.79 ,$19.99 ,$60.76 ,$29.59 ,$47.57 ,$10.43 
9/14/15,$96.51 ,$1.82 ,$74.58 ,$46.15 ,$27.74 ,$36.06 ,$25.70 ,$24.35 ,$12.28 ,$29.39 ,$145.65 ,$43.04 ,$66.84 ,$22.69 ,$30.58 ,$19.81 ,$60.73 ,$29.39 ,$47.83 ,$10.32 
9/15/15,$98.24 ,$1.86 ,$75.20 ,$46.62 ,$28.11 ,$35.80 ,$25.98 ,$24.54 ,$12.31 ,$29.73 ,$147.53 ,$43.98 ,$67.15 ,$22.94 ,$30.99 ,$19.91 ,$61.66 ,$29.80 ,$48.30 ,$10.58 
9/16/15,$98.96 ,$1.89 ,$74.82 ,$46.90 ,$28.22 ,$36.01 ,$26.07 ,$24.86 ,$12.93 ,$29.77 ,$148.41 ,$44.30 ,$67.47 ,$23.10 ,$30.81 ,$19.95 ,$62.76 ,$30.04 ,$48.70 ,$10.62 
9/17/15,$98.53 ,$1.89 ,$74.64 ,$46.78 ,$27.95 ,$35.81 ,$25.88 ,$24.70 ,$12.52 ,$29.71 ,$148.14 ,$44.25 ,$67.03 ,$23.31 ,$30.14 ,$20.08 ,$62.36 ,$29.56 ,$48.15 ,$10.58 
9/18/15,$97.53 ,$1.87 ,$71.95 ,$46.48 ,$27.57 ,$36.19 ,$25.54 ,$24.09 ,$12.05 ,$29.02 ,$144.51 ,$43.48 ,$67.09 ,$23.29 ,$29.87 ,$20.17 ,$61.35 ,$29.11 ,$47.80 ,$10.35 
9/21/15,$98.43 ,$1.81 ,$72.09 ,$47.41 ,$27.75 ,$36.90 ,$25.54 ,$24.15 ,$12.00 ,$29.16 ,$146.48 ,$44.11 ,$67.05 ,$23.53 ,$29.80 ,$20.26 ,$61.35 ,$28.81 ,$47.45 ,$10.51 
9/22/15,$97.67 ,$1.73 ,$70.61 ,$46.93 ,$27.34 ,$36.31 ,$25.14 ,$23.76 ,$11.65 ,$28.67 ,$144.43 ,$43.90 ,$66.58 ,$22.89 ,$29.18 ,$19.85 ,$59.14 ,$28.23 ,$46.61 ,$10.33 
9/23/15,$97.86 ,$1.70 ,$70.54 ,$46.92 ,$27.33 ,$35.75 ,$25.28 ,$23.82 ,$11.57 ,$28.74 ,$143.66 ,$43.87 ,$67.80 ,$23.00 ,$28.56 ,$19.95 ,$58.81 ,$28.35 ,$46.58 ,$10.18 
9/24/15,$97.77 ,$1.72 ,$69.39 ,$47.05 ,$27.51 ,$35.56 ,$25.41 ,$23.76 ,$11.47 ,$28.48 ,$144.41 ,$43.91 ,$67.91 ,$23.44 ,$27.71 ,$19.85 ,$58.40 ,$28.43 ,$46.75 ,$10.10 
9/25/15,$96.94 ,$1.71 ,$70.55 ,$46.97 ,$27.36 ,$35.89 ,$26.03 ,$23.78 ,$11.35 ,$28.81 ,$145.42 ,$43.94 ,$69.20 ,$23.61 ,$27.34 ,$19.94 ,$58.42 ,$28.84 ,$47.17 ,$10.08 
9/28/15,$95.95 ,$1.66 ,$67.96 ,$46.14 ,$26.73 ,$35.08 ,$25.66 ,$23.51 ,$11.15 ,$28.76 ,$142.52 ,$43.29 ,$67.93 ,$23.30 ,$26.31 ,$20.00 ,$56.85 ,$28.20 ,$46.95 ,$9.64 
9/29/15,$96.60 ,$1.67 ,$67.50 ,$45.24 ,$26.83 ,$35.22 ,$25.64 ,$23.13 ,$11.19 ,$29.24 ,$142.47 ,$43.44 ,$67.45 ,$23.71 ,$25.19 ,$19.35 ,$57.60 ,$29.20 ,$47.53 ,$9.49 
9/30/15,$98.26 ,$1.72 ,$69.06 ,$44.14 ,$27.30 ,$36.21 ,$26.25 ,$24.16 ,$11.63 ,$30.14 ,$144.97 ,$44.26 ,$68.38 ,$24.65 ,$24.68 ,$19.47 ,$59.89 ,$28.96 ,$49.52 ,$9.73 
10/1/15,$98.44 ,$1.74 ,$68.96 ,$43.14 ,$27.38 ,$35.97 ,$25.73 ,$24.21 ,$11.51 ,$30.00 ,$143.59 ,$44.61 ,$67.76 ,$24.17 ,$24.03 ,$19.33 ,$59.47 ,$28.12 ,$48.44 ,$9.64 
10/2/15,$99.39 ,$1.83 ,$70.23 ,$44.00 ,$27.68 ,$36.76 ,$25.76 ,$24.69 ,$11.84 ,$30.51 ,$144.58 ,$45.57 ,$68.40 ,$24.80 ,$24.27 ,$19.65 ,$59.99 ,$29.02 ,$48.77 ,$9.85 
10/5/15,$101.62 ,$1.80 ,$72.12 ,$44.29 ,$28.34 ,$37.22 ,$26.85 ,$25.31 ,$12.34 ,$31.21 ,$149.04 ,$46.63 ,$69.75 ,$25.42 ,$25.87 ,$20.43 ,$61.80 ,$29.20 ,$50.13 ,$9.97 
10/6/15,$101.50 ,$1.83 ,$72.30 ,$44.80 ,$28.45 ,$36.63 ,$27.23 ,$25.81 ,$12.71 ,$31.74 ,$148.78 ,$46.75 ,$69.19 ,$25.75 ,$25.74 ,$21.00 ,$61.88 ,$29.49 ,$50.46 ,$9.98 
10/7/15,$102.62 ,$1.86 ,$73.55 ,$45.90 ,$28.63 ,$36.92 ,$27.54 ,$25.96 ,$12.72 ,$32.32 ,$150.09 ,$46.80 ,$69.79 ,$26.02 ,$27.22 ,$20.85 ,$61.87 ,$29.93 ,$51.04 ,$10.35 
10/8/15,$105.01 ,$1.93 ,$73.80 ,$47.31 ,$28.78 ,$36.96 ,$27.91 ,$27.18 ,$13.25 ,$32.52 ,$152.28 ,$47.45 ,$69.50 ,$26.17 ,$26.06 ,$21.04 ,$61.90 ,$29.76 ,$51.52 ,$10.53 
10/9/15,$104.78 ,$1.96 ,$73.46 ,$51.57 ,$29.00 ,$37.12 ,$27.91 ,$27.86 ,$13.30 ,$32.14 ,$152.39 ,$47.11 ,$68.78 ,$26.07 ,$27.07 ,$21.00 ,$61.80 ,$29.47 ,$50.87 ,$10.55 
10/12/15,$105.05 ,$1.87 ,$72.82 ,$51.55 ,$28.92 ,$37.17 ,$27.96 ,$28.35 ,$13.30 ,$32.21 ,$151.14 ,$47.00 ,$69.43 ,$26.35 ,$26.73 ,$20.88 ,$61.95 ,$28.58 ,$51.34 ,$10.46 
10/13/15,$103.48 ,$1.92 ,$71.14 ,$52.08 ,$28.69 ,$36.95 ,$27.85 ,$27.55 ,$13.27 ,$32.04 ,$149.62 ,$46.89 ,$69.04 ,$26.40 ,$26.48 ,$20.63 ,$61.56 ,$28.37 ,$50.91 ,$10.41 
10/14/15,$102.43 ,$1.95 ,$70.28 ,$51.37 ,$28.64 ,$37.00 ,$27.82 ,$27.11 ,$13.36 ,$32.80 ,$150.01 ,$46.68 ,$68.70 ,$27.36 ,$25.72 ,$20.60 ,$61.86 ,$28.42 ,$52.65 ,$10.13 
10/15/15,$102.30 ,$1.97 ,$71.56 ,$52.16 ,$28.89 ,$37.23 ,$28.15 ,$27.79 ,$13.06 ,$32.75 ,$150.09 ,$47.01 ,$69.27 ,$27.43 ,$25.90 ,$20.64 ,$63.14 ,$28.62 ,$52.43 ,$10.30 
10/16/15,$103.01 ,$1.94 ,$70.95 ,$52.04 ,$28.92 ,$36.86 ,$28.25 ,$27.77 ,$13.10 ,$33.04 ,$150.39 ,$47.51 ,$69.26 ,$27.86 ,$25.55 ,$20.71 ,$63.36 ,$28.58 ,$52.57 ,$10.20 
10/19/15,$103.10 ,$2.01 ,$70.42 ,$52.44 ,$28.48 ,$36.61 ,$28.25 ,$27.72 ,$13.16 ,$33.59 ,$149.22 ,$47.62 ,$69.03 ,$27.81 ,$26.47 ,$20.76 ,$63.38 ,$28.86 ,$52.64 ,$10.19 
10/20/15,$103.47 ,$2.02 ,$71.92 ,$52.00 ,$28.37 ,$36.75 ,$28.50 ,$27.49 ,$12.97 ,$33.44 ,$140.64 ,$47.77 ,$69.48 ,$27.77 ,$25.53 ,$20.71 ,$63.89 ,$28.96 ,$52.43 ,$10.23 
10/21/15,$102.52 ,$2.10 ,$71.16 ,$51.13 ,$27.71 ,$36.86 ,$28.28 ,$25.77 ,$12.82 ,$33.37 ,$140.92 ,$47.20 ,$69.47 ,$27.41 ,$24.58 ,$20.43 ,$61.18 ,$28.00 ,$51.90 ,$10.16 
10/22/15,$106.46 ,$2.14 ,$72.53 ,$52.59 ,$28.02 ,$38.06 ,$29.01 ,$25.78 ,$13.06 ,$34.40 ,$144.09 ,$48.03 ,$70.48 ,$28.40 ,$25.18 ,$20.64 ,$63.40 ,$28.15 ,$58.09 ,$10.29 
10/23/15,$107.99 ,$2.21 ,$74.08 ,$52.39 ,$27.75 ,$37.47 ,$29.35 ,$26.10 ,$13.18 ,$34.90 ,$144.68 ,$52.87 ,$70.48 ,$28.59 ,$25.01 ,$20.64 ,$63.86 ,$28.28 ,$58.98 ,$10.34 
10/26/15,$107.97 ,$2.15 ,$75.37 ,$53.61 ,$27.88 ,$36.84 ,$28.95 ,$26.17 ,$12.74 ,$34.59 ,$143.66 ,$54.25 ,$70.05 ,$28.46 ,$26.15 ,$20.56 ,$63.83 ,$28.14 ,$58.81 ,$10.03 
10/27/15,$107.87 ,$2.15 ,$75.55 ,$54.10 ,$27.38 ,$36.57 ,$29.05 ,$26.04 ,$12.46 ,$34.47 ,$137.86 ,$53.69 ,$69.96 ,$28.44 ,$26.15 ,$20.44 ,$62.44 ,$27.79 ,$58.42 ,$9.29 
10/28/15,$109.73 ,$2.18 ,$62.91 ,$55.50 ,$27.75 ,$36.90 ,$29.36 ,$26.15 ,$12.70 ,$34.71 ,$140.83 ,$53.98 ,$70.37 ,$28.67 ,$26.13 ,$20.60 ,$63.23 ,$28.69 ,$58.67 ,$9.36 
10/29/15,$107.95 ,$2.13 ,$61.11 ,$55.06 ,$27.69 ,$37.03 ,$29.14 ,$26.16 ,$12.43 ,$34.03 ,$140.55 ,$53.36 ,$70.13 ,$27.68 ,$26.07 ,$20.49 ,$64.04 ,$28.08 ,$56.57 ,$9.34 
10/30/15,$107.20 ,$2.12 ,$60.82 ,$55.19 ,$27.71 ,$37.14 ,$28.85 ,$26.22 ,$12.24 ,$33.86 ,$140.08 ,$52.64 ,$69.97 ,$28.37 ,$25.85 ,$20.60 ,$64.44 ,$28.11 ,$56.72 ,$9.39 
