,ACN US Equity,AMD US Equity,AKAM US Equity,ADSK US Equity,CA US Equity,GIB US Equity,CSCO US Equity,EMC US Equity,HPQ US Equity,INTC US Equity,IBM US Equity,MSFT US Equity,MSI US Equity,NVDA US Equity,RAX US Equity,SYMC US Equity,TEL US Equity,TDC US Equity,TXN US Equity,XRX US Equity
7/8/13,$74.47 ,$4.00 ,$43.03 ,$34.38 ,$28.74 ,$29.25 ,$24.63 ,$24.30 ,$11.43 ,$23.19 ,$194.98 ,$34.33 ,$57.86 ,$14.17 ,$41.23 ,$22.79 ,$46.56 ,$51.35 ,$35.69 ,$9.40 
7/9/13,$74.10 ,$4.05 ,$43.56 ,$34.39 ,$29.07 ,$28.90 ,$25.16 ,$24.79 ,$11.56 ,$23.14 ,$191.30 ,$34.35 ,$58.03 ,$14.24 ,$41.79 ,$22.85 ,$46.57 ,$51.76 ,$36.24 ,$9.40 
7/10/13,$74.35 ,$3.98 ,$43.52 ,$34.31 ,$29.24 ,$29.29 ,$25.41 ,$24.46 ,$11.77 ,$23.25 ,$192.25 ,$34.70 ,$58.43 ,$14.43 ,$38.93 ,$23.10 ,$46.70 ,$52.80 ,$36.59 ,$9.60 
7/11/13,$75.20 ,$4.45 ,$44.50 ,$35.40 ,$29.76 ,$29.89 ,$25.87 ,$24.58 ,$11.98 ,$23.99 ,$192.80 ,$35.69 ,$59.05 ,$14.63 ,$40.25 ,$23.65 ,$47.09 ,$56.17 ,$37.17 ,$9.71 
7/12/13,$75.52 ,$4.32 ,$44.92 ,$36.01 ,$29.92 ,$29.66 ,$25.94 ,$24.94 ,$11.89 ,$23.90 ,$192.07 ,$35.67 ,$59.54 ,$14.64 ,$40.37 ,$23.83 ,$47.46 ,$55.91 ,$37.49 ,$9.82 
7/15/13,$76.25 ,$4.40 ,$44.69 ,$36.13 ,$29.58 ,$29.75 ,$25.93 ,$25.27 ,$11.98 ,$23.94 ,$194.00 ,$36.17 ,$59.17 ,$14.61 ,$40.69 ,$23.92 ,$47.28 ,$57.00 ,$37.79 ,$9.84 
7/16/13,$75.29 ,$4.43 ,$44.42 ,$36.16 ,$29.37 ,$29.46 ,$25.71 ,$25.31 ,$12.01 ,$24.25 ,$193.85 ,$36.27 ,$59.32 ,$14.69 ,$42.01 ,$23.97 ,$47.19 ,$57.32 ,$37.82 ,$9.73 
7/17/13,$75.16 ,$4.38 ,$45.09 ,$36.40 ,$29.43 ,$29.43 ,$25.72 ,$25.40 ,$11.94 ,$24.15 ,$194.55 ,$35.74 ,$59.42 ,$14.61 ,$44.05 ,$24.23 ,$47.81 ,$57.49 ,$37.90 ,$9.69 
7/18/13,$75.44 ,$4.64 ,$45.34 ,$36.87 ,$29.74 ,$29.87 ,$25.86 ,$25.61 ,$11.95 ,$23.24 ,$197.99 ,$35.44 ,$59.36 ,$14.55 ,$43.84 ,$24.29 ,$47.80 ,$59.25 ,$37.60 ,$9.82 
7/19/13,$75.22 ,$4.03 ,$44.81 ,$36.50 ,$29.65 ,$29.66 ,$25.82 ,$25.52 ,$11.41 ,$23.04 ,$193.54 ,$31.40 ,$59.85 ,$14.24 ,$43.77 ,$24.00 ,$47.77 ,$58.08 ,$37.26 ,$9.70 
7/22/13,$75.00 ,$3.90 ,$44.10 ,$36.47 ,$29.89 ,$29.11 ,$25.72 ,$25.22 ,$11.58 ,$22.77 ,$194.09 ,$32.01 ,$59.87 ,$14.23 ,$43.63 ,$24.02 ,$48.10 ,$58.07 ,$37.42 ,$9.81 
7/23/13,$74.25 ,$3.66 ,$44.25 ,$36.48 ,$29.76 ,$28.97 ,$25.56 ,$25.33 ,$11.68 ,$22.75 ,$194.98 ,$31.82 ,$59.98 ,$14.21 ,$44.23 ,$23.92 ,$47.95 ,$57.36 ,$38.93 ,$9.79 
7/24/13,$73.72 ,$3.63 ,$43.87 ,$36.86 ,$29.88 ,$30.19 ,$25.59 ,$26.75 ,$11.85 ,$22.93 ,$196.61 ,$31.96 ,$56.04 ,$14.21 ,$44.96 ,$24.12 ,$50.76 ,$57.71 ,$38.93 ,$9.83 
7/25/13,$73.14 ,$3.70 ,$45.19 ,$36.73 ,$29.72 ,$30.18 ,$25.50 ,$26.75 ,$11.91 ,$23.06 ,$197.22 ,$31.39 ,$54.25 ,$14.26 ,$45.59 ,$24.25 ,$50.70 ,$59.59 ,$39.25 ,$9.80 
7/26/13,$73.12 ,$3.82 ,$47.23 ,$36.51 ,$29.68 ,$30.25 ,$25.50 ,$26.50 ,$11.80 ,$23.26 ,$197.35 ,$31.62 ,$54.26 ,$14.20 ,$46.44 ,$24.27 ,$50.52 ,$58.25 ,$39.11 ,$9.69 
7/29/13,$72.37 ,$3.75 ,$46.75 ,$36.16 ,$29.74 ,$31.22 ,$25.33 ,$26.32 ,$11.65 ,$23.24 ,$196.21 ,$31.54 ,$54.01 ,$14.17 ,$46.72 ,$24.07 ,$50.35 ,$58.56 ,$38.59 ,$9.65 
7/30/13,$73.74 ,$3.82 ,$47.07 ,$36.58 ,$29.77 ,$31.38 ,$25.67 ,$26.32 ,$11.70 ,$23.38 ,$196.01 ,$31.85 ,$54.35 ,$14.41 ,$46.43 ,$24.35 ,$50.43 ,$58.73 ,$38.76 ,$9.64 
7/31/13,$73.81 ,$3.77 ,$47.20 ,$35.39 ,$29.74 ,$34.61 ,$25.59 ,$26.15 ,$11.66 ,$23.34 ,$195.04 ,$31.84 ,$54.83 ,$14.44 ,$45.29 ,$26.68 ,$51.04 ,$59.12 ,$39.18 ,$9.70 
8/1/13,$74.85 ,$3.81 ,$47.64 ,$34.27 ,$30.12 ,$34.30 ,$25.89 ,$26.52 ,$11.91 ,$23.20 ,$195.81 ,$31.67 ,$55.32 ,$14.64 ,$46.10 ,$26.70 ,$51.52 ,$63.17 ,$39.82 ,$9.91 
8/2/13,$74.59 ,$3.80 ,$46.85 ,$35.03 ,$30.39 ,$33.88 ,$26.19 ,$26.32 ,$12.26 ,$23.22 ,$195.16 ,$31.89 ,$56.02 ,$14.76 ,$46.30 ,$26.52 ,$51.51 ,$63.37 ,$39.94 ,$10.00 
8/5/13,$74.23 ,$3.82 ,$46.90 ,$35.26 ,$30.61 ,$34.45 ,$26.31 ,$26.34 ,$12.27 ,$22.92 ,$195.50 ,$31.70 ,$56.10 ,$14.83 ,$46.80 ,$26.66 ,$51.50 ,$64.70 ,$39.86 ,$10.07 
8/6/13,$73.25 ,$3.72 ,$46.26 ,$34.90 ,$30.73 ,$33.74 ,$26.21 ,$26.44 ,$12.00 ,$22.80 ,$190.99 ,$31.58 ,$56.40 ,$14.61 ,$46.20 ,$26.66 ,$51.35 ,$63.26 ,$39.73 ,$9.97 
8/7/13,$73.00 ,$3.69 ,$46.09 ,$34.89 ,$30.60 ,$33.65 ,$26.12 ,$26.50 ,$12.12 ,$22.70 ,$188.56 ,$32.06 ,$56.48 ,$14.60 ,$45.07 ,$26.74 ,$50.71 ,$63.16 ,$39.65 ,$9.87 
8/8/13,$72.98 ,$3.71 ,$46.63 ,$35.60 ,$30.87 ,$33.82 ,$26.26 ,$27.04 ,$12.20 ,$22.45 ,$187.93 ,$32.89 ,$57.13 ,$14.70 ,$44.22 ,$26.82 ,$50.63 ,$63.84 ,$39.65 ,$9.98 
8/9/13,$73.53 ,$3.65 ,$46.52 ,$35.85 ,$30.98 ,$34.06 ,$26.05 ,$26.85 ,$12.15 ,$22.51 ,$187.82 ,$32.70 ,$57.36 ,$14.49 ,$47.85 ,$26.82 ,$50.64 ,$63.76 ,$39.78 ,$10.03 
8/12/13,$72.79 ,$3.65 ,$46.71 ,$35.95 ,$31.12 ,$34.44 ,$26.34 ,$26.97 ,$12.14 ,$22.64 ,$189.09 ,$32.87 ,$57.44 ,$14.37 ,$47.51 ,$26.93 ,$50.70 ,$64.13 ,$39.71 ,$10.15 
8/13/13,$72.88 ,$3.69 ,$46.94 ,$36.68 ,$31.24 ,$34.99 ,$26.32 ,$26.93 ,$12.39 ,$22.52 ,$188.42 ,$32.23 ,$57.84 ,$14.42 ,$47.11 ,$26.96 ,$50.75 ,$64.77 ,$39.76 ,$10.49 
8/14/13,$71.50 ,$3.82 ,$46.81 ,$36.74 ,$31.26 ,$34.88 ,$26.38 ,$26.78 ,$12.34 ,$22.57 ,$187.53 ,$32.35 ,$57.71 ,$15.03 ,$46.58 ,$26.78 ,$50.49 ,$64.17 ,$39.17 ,$10.51 
8/15/13,$71.53 ,$3.69 ,$46.19 ,$36.04 ,$30.99 ,$35.04 ,$24.49 ,$26.03 ,$11.78 ,$22.03 ,$185.79 ,$31.79 ,$56.96 ,$15.13 ,$43.82 ,$26.44 ,$49.54 ,$61.86 ,$38.65 ,$10.28 
8/16/13,$71.65 ,$3.66 ,$45.91 ,$35.94 ,$30.55 ,$34.98 ,$24.27 ,$25.88 ,$11.99 ,$21.92 ,$185.34 ,$31.80 ,$57.15 ,$15.19 ,$44.01 ,$26.24 ,$49.40 ,$61.69 ,$38.74 ,$10.30 
8/19/13,$71.67 ,$3.60 ,$46.00 ,$35.41 ,$30.27 ,$34.51 ,$24.27 ,$25.73 ,$11.75 ,$22.28 ,$184.23 ,$31.39 ,$57.09 ,$14.95 ,$44.08 ,$26.19 ,$49.18 ,$60.60 ,$38.44 ,$10.14 
8/20/13,$72.16 ,$3.63 ,$46.21 ,$35.69 ,$30.10 ,$34.21 ,$24.32 ,$25.60 ,$11.73 ,$22.52 ,$184.56 ,$31.62 ,$57.05 ,$14.95 ,$44.59 ,$26.26 ,$49.67 ,$61.00 ,$38.75 ,$10.07 
8/21/13,$72.81 ,$3.61 ,$46.29 ,$35.62 ,$29.79 ,$33.74 ,$24.07 ,$25.75 ,$11.52 ,$22.17 ,$184.86 ,$31.61 ,$56.06 ,$14.88 ,$44.03 ,$26.04 ,$49.77 ,$59.50 ,$38.45 ,$9.98 
8/22/13,$74.10 ,$3.63 ,$47.30 ,$36.13 ,$30.12 ,$33.95 ,$24.01 ,$25.95 ,$10.09 ,$22.26 ,$185.19 ,$32.39 ,$56.33 ,$14.96 ,$44.36 ,$26.34 ,$50.02 ,$60.15 ,$38.82 ,$10.03 
8/23/13,$74.01 ,$3.65 ,$47.10 ,$38.91 ,$30.24 ,$33.96 ,$23.86 ,$26.38 ,$10.17 ,$22.44 ,$185.42 ,$34.75 ,$56.74 ,$14.96 ,$44.85 ,$26.33 ,$50.08 ,$60.94 ,$39.07 ,$10.04 
8/26/13,$73.73 ,$3.58 ,$46.60 ,$37.89 ,$30.02 ,$33.89 ,$23.83 ,$26.27 ,$10.11 ,$22.28 ,$184.74 ,$34.15 ,$56.55 ,$15.00 ,$44.93 ,$26.03 ,$49.93 ,$60.52 ,$39.19 ,$10.00 
8/27/13,$72.24 ,$3.39 ,$46.30 ,$36.99 ,$29.40 ,$32.89 ,$23.49 ,$25.71 ,$9.98 ,$22.19 ,$182.74 ,$33.26 ,$56.12 ,$14.81 ,$44.07 ,$25.47 ,$48.69 ,$58.70 ,$38.25 ,$9.67 
8/28/13,$72.45 ,$3.42 ,$46.41 ,$36.90 ,$29.41 ,$32.89 ,$23.45 ,$25.75 ,$10.27 ,$22.29 ,$182.16 ,$33.02 ,$56.39 ,$14.80 ,$43.72 ,$25.69 ,$48.82 ,$58.92 ,$38.43 ,$9.92 
8/29/13,$72.72 ,$3.38 ,$46.50 ,$37.02 ,$29.64 ,$33.00 ,$23.45 ,$25.86 ,$10.22 ,$22.06 ,$182.64 ,$33.55 ,$56.19 ,$14.77 ,$44.86 ,$26.05 ,$49.59 ,$59.87 ,$38.61 ,$10.04 
8/30/13,$72.25 ,$3.27 ,$45.98 ,$36.75 ,$29.25 ,$33.26 ,$23.31 ,$25.78 ,$10.14 ,$21.98 ,$182.27 ,$33.40 ,$56.01 ,$14.75 ,$44.82 ,$25.61 ,$49.00 ,$58.56 ,$38.20 ,$9.98 
9/3/13,$73.08 ,$3.27 ,$46.85 ,$37.13 ,$29.39 ,$31.79 ,$23.48 ,$25.99 ,$10.16 ,$22.07 ,$183.96 ,$31.88 ,$56.28 ,$14.76 ,$45.17 ,$26.08 ,$49.34 ,$58.70 ,$38.64 ,$10.12 
9/4/13,$73.05 ,$3.31 ,$47.43 ,$37.12 ,$29.48 ,$31.41 ,$23.77 ,$26.21 ,$10.11 ,$22.64 ,$183.13 ,$31.20 ,$56.08 ,$14.90 ,$47.31 ,$25.32 ,$50.18 ,$58.80 ,$39.37 ,$10.01 
9/5/13,$74.00 ,$3.41 ,$47.92 ,$37.04 ,$29.44 ,$32.15 ,$23.69 ,$26.32 ,$10.04 ,$22.60 ,$184.15 ,$31.24 ,$56.17 ,$14.94 ,$47.00 ,$25.45 ,$50.29 ,$57.51 ,$39.48 ,$10.06 
9/6/13,$73.21 ,$3.57 ,$47.58 ,$37.14 ,$29.60 ,$32.18 ,$23.55 ,$26.39 ,$10.18 ,$22.67 ,$183.03 ,$31.15 ,$56.47 ,$14.88 ,$47.43 ,$25.35 ,$50.22 ,$56.92 ,$39.18 ,$10.03 
9/9/13,$73.58 ,$3.69 ,$48.89 ,$37.70 ,$29.85 ,$32.30 ,$23.92 ,$26.73 ,$10.15 ,$22.91 ,$184.98 ,$31.66 ,$57.59 ,$15.13 ,$48.65 ,$25.39 ,$50.95 ,$57.03 ,$39.75 ,$10.08 
9/10/13,$74.74 ,$3.87 ,$49.43 ,$38.08 ,$30.58 ,$32.71 ,$24.16 ,$26.97 ,$10.11 ,$22.99 ,$186.60 ,$32.39 ,$57.37 ,$15.45 ,$50.13 ,$25.23 ,$52.99 ,$58.03 ,$40.31 ,$10.22 
9/11/13,$75.00 ,$3.82 ,$50.13 ,$38.31 ,$30.71 ,$33.18 ,$24.38 ,$26.99 ,$10.11 ,$22.81 ,$190.70 ,$32.74 ,$57.25 ,$15.71 ,$51.27 ,$25.26 ,$52.97 ,$58.84 ,$40.03 ,$10.29 
9/12/13,$74.16 ,$3.75 ,$50.57 ,$37.88 ,$30.47 ,$32.65 ,$24.29 ,$26.98 ,$9.97 ,$22.63 ,$190.73 ,$32.69 ,$57.50 ,$15.70 ,$52.08 ,$24.97 ,$52.84 ,$59.57 ,$39.91 ,$10.14 
9/13/13,$74.50 ,$3.83 ,$51.27 ,$38.18 ,$30.39 ,$32.42 ,$24.32 ,$26.84 ,$10.02 ,$23.44 ,$192.17 ,$33.03 ,$57.46 ,$15.80 ,$51.90 ,$25.08 ,$53.44 ,$59.31 ,$40.28 ,$10.45 
9/16/13,$76.34 ,$3.82 ,$51.37 ,$39.07 ,$30.51 ,$34.21 ,$24.38 ,$26.88 ,$9.87 ,$23.39 ,$193.15 ,$32.80 ,$57.81 ,$15.81 ,$52.26 ,$25.38 ,$53.49 ,$59.71 ,$40.45 ,$10.40 
9/17/13,$76.61 ,$3.85 ,$51.58 ,$39.31 ,$30.60 ,$35.37 ,$24.37 ,$26.81 ,$9.84 ,$23.74 ,$192.16 ,$32.93 ,$58.28 ,$15.86 ,$52.62 ,$25.30 ,$53.51 ,$59.49 ,$40.73 ,$10.40 
9/18/13,$77.79 ,$3.93 ,$52.38 ,$40.62 ,$30.71 ,$35.35 ,$24.80 ,$27.03 ,$9.90 ,$23.90 ,$194.42 ,$33.32 ,$59.26 ,$16.00 ,$53.50 ,$25.36 ,$53.54 ,$60.48 ,$40.85 ,$10.36 
9/19/13,$77.55 ,$3.95 ,$52.77 ,$40.94 ,$30.72 ,$35.38 ,$24.62 ,$26.94 ,$9.67 ,$23.92 ,$193.39 ,$33.64 ,$59.69 ,$15.93 ,$53.85 ,$25.22 ,$53.39 ,$59.08 ,$40.80 ,$10.24 
9/20/13,$77.32 ,$3.83 ,$52.71 ,$41.00 ,$30.72 ,$35.13 ,$24.51 ,$26.43 ,$9.63 ,$23.77 ,$190.02 ,$32.79 ,$60.39 ,$15.80 ,$53.65 ,$25.14 ,$53.10 ,$60.73 ,$40.52 ,$10.14 
9/23/13,$76.36 ,$3.79 ,$51.98 ,$40.76 ,$30.48 ,$35.29 ,$24.28 ,$26.24 ,$9.62 ,$23.62 ,$190.99 ,$32.74 ,$60.37 ,$15.64 ,$52.54 ,$24.74 ,$52.40 ,$59.88 ,$40.47 ,$10.08 
